,customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Effective To Date
2217,JP69867,Nevada,No,Premium,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Large,2011-02-19
2218,FT86104,California,Yes,Basic,College,Retired,M,Suburban,Single,Corporate Auto,Corporate L2,1,Agent,Two-Door Car,Medsize,2011-01-10
2219,GV39658,Arizona,No,Extended,College,Medical Leave,F,Rural,Divorced,Corporate Auto,Corporate L2,1,Branch,SUV,Medsize,2011-01-19
2220,GB66110,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,1,Branch,Two-Door Car,Small,2011-02-13
2221,VD51297,California,No,Basic,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,4,Call Center,Four-Door Car,Small,2011-01-09
2222,EP29567,Washington,No,Extended,Master,Retired,M,Suburban,Married,Corporate Auto,Corporate L1,3,Web,Four-Door Car,Medsize,2011-01-24
2223,PE59368,Washington,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,1,Agent,Two-Door Car,Medsize,2011-01-19
2224,DQ50538,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,1,Branch,SUV,Medsize,2011-02-11
2225,WP58340,Arizona,Yes,Premium,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,1,Agent,Luxury SUV,Medsize,2011-02-08
2226,TM23788,California,No,Extended,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,2,Agent,Four-Door Car,Medsize,2011-02-09
2227,UF44021,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,1,Agent,Two-Door Car,Medsize,2011-01-02
2228,WB96917,California,No,Extended,College,Employed,M,Rural,Single,Personal Auto,Personal L1,4,Call Center,Two-Door Car,Medsize,2011-01-03
2229,MN95006,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,4,Call Center,Luxury SUV,Medsize,2011-01-10
2230,NP60037,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,1,Web,Luxury SUV,Medsize,2011-02-23
2231,NQ71171,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-02-02
2232,SM58898,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,4,Call Center,SUV,Medsize,2011-02-18
2233,FN98595,Nevada,No,Extended,High School or Below,Employed,F,Rural,Married,Special Auto,Special L2,2,Branch,Four-Door Car,Medsize,2011-02-20
2234,TW94555,Nevada,Yes,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L3,2,Agent,Sports Car,Medsize,2011-01-07
2235,XW60886,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,4,Branch,Four-Door Car,Small,2011-02-19
2236,IE84844,Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,3,Agent,Four-Door Car,Medsize,2011-02-06
2237,HY76810,Oregon,No,Premium,Bachelor,Unemployed,F,Rural,Married,Corporate Auto,Corporate L3,2,Branch,SUV,Small,2011-01-30
2238,JL41129,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L1,2,Branch,SUV,Large,2011-01-19
2239,OQ41280,Nevada,No,Extended,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Corporate L1,1,Agent,Four-Door Car,Medsize,2011-02-01
2240,AP65984,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,2,Agent,SUV,Medsize,2011-02-26
2241,EE99484,Washington,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,Corporate L3,2,Agent,Four-Door Car,Medsize,2011-02-14
2242,XM39121,Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,1,Web,Four-Door Car,Small,2011-02-23
2243,DK49336,Arizona,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,3,Agent,Four-Door Car,Medsize,2011-02-18
2244,HB43486,Washington,No,Extended,College,Employed,F,Urban,Single,Personal Auto,Personal L2,1,Agent,SUV,Medsize,2011-02-02
2245,KB15252,Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,1,Agent,Two-Door Car,Medsize,2011-01-06
2246,BN83547,Nevada,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L1,3,Agent,Four-Door Car,Medsize,2011-02-21
2247,MC55901,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L1,2,Agent,Four-Door Car,Medsize,2011-01-30
2248,PZ98142,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,3,Branch,SUV,Medsize,2011-01-26
2249,GB43363,Oregon,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Branch,Four-Door Car,Small,2011-01-24
2250,TH67541,Arizona,No,Basic,High School or Below,Medical Leave,F,Urban,Married,Corporate Auto,Corporate L3,1,Agent,Four-Door Car,Medsize,2011-01-07
2251,WC21901,Arizona,No,Basic,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,1,Branch,Four-Door Car,Medsize,2011-02-03
2252,CL38124,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-01-10
2253,XH89851,California,No,Extended,College,Employed,F,Suburban,Single,Personal Auto,Personal L1,1,Agent,Four-Door Car,Medsize,2011-02-03
2254,KA58700,Nevada,No,Extended,College,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,1,Agent,Four-Door Car,Medsize,2011-01-03
2255,ZB40259,California,No,Basic,Doctor,Employed,M,Rural,Divorced,Corporate Auto,Corporate L3,1,Web,Four-Door Car,Medsize,2011-01-19
2256,JV63229,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,2,Branch,Four-Door Car,Medsize,2011-02-07
2257,SI31035,Arizona,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L3,4,Branch,Four-Door Car,Medsize,2011-01-03
2258,JW30054,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,1,Branch,Four-Door Car,Medsize,2011-02-22
2259,AP56340,Washington,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-02-26
2260,FN44127,Oregon,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,2,Branch,Four-Door Car,Small,2011-01-05
2261,QE79527,California,Yes,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,1,Agent,Luxury SUV,Medsize,2011-02-10
2262,UP36767,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,3,Branch,SUV,Medsize,2011-02-13
2263,PG43749,Oregon,No,Premium,College,Disabled,F,Suburban,Married,Personal Auto,Personal L1,3,Call Center,Two-Door Car,Medsize,2011-02-08
2264,LL96228,Oregon,No,Basic,Master,Employed,M,Rural,Married,Corporate Auto,Corporate L2,1,Branch,SUV,Medsize,2011-02-25
2265,OV40993,Nevada,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Personal L2,1,Branch,SUV,Small,2011-02-27
2266,MA80983,Oregon,No,Premium,College,Employed,M,Rural,Married,Personal Auto,Personal L2,2,Branch,SUV,Large,2011-01-31
2267,SA54664,Washington,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Personal L2,2,Web,Four-Door Car,Large,2011-02-18
2268,TW12556,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-01-29
2269,TC88451,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L1,4,Call Center,Four-Door Car,Medsize,2011-01-15
2270,BL93659,California,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,1,Call Center,Four-Door Car,Medsize,2011-02-14
2271,SI20178,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,3,Branch,SUV,Medsize,2011-02-21
2272,KC50464,Arizona,Yes,Basic,Master,Employed,F,Rural,Single,Corporate Auto,Corporate L2,2,Web,Four-Door Car,Medsize,2011-01-14
2273,HG64216,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,2,Branch,Two-Door Car,Medsize,2011-01-29
2274,XM91056,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L2,1,Agent,Two-Door Car,Medsize,2011-01-19
2275,KN13494,Washington,Yes,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L1,2,Agent,Four-Door Car,Small,2011-02-03
2276,OC47565,Oregon,No,Basic,College,Employed,F,Suburban,Married,Special Auto,Special L3,4,Branch,Four-Door Car,Medsize,2011-01-09
2277,HH14259,Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L3,4,Web,Four-Door Car,Medsize,2011-01-09
2278,QF66741,Nevada,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,3,Branch,Two-Door Car,Medsize,2011-02-25
2279,LY46898,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,1,Branch,Four-Door Car,Medsize,2011-02-04
2280,MK73855,Washington,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-02-12
2281,HU82227,Arizona,No,Premium,College,Employed,M,Urban,Married,Corporate Auto,Corporate L2,1,Agent,Four-Door Car,Medsize,2011-02-23
2282,FF75737,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,1,Branch,Four-Door Car,Small,2011-02-24
2283,KJ50265,Washington,No,Extended,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L3,1,Branch,Four-Door Car,Medsize,2011-01-12
2284,OQ82364,Nevada,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,1,Call Center,Two-Door Car,Large,2011-01-27
2285,SO47345,Arizona,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L2,1,Agent,SUV,Medsize,2011-01-26
2286,JN51592,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Special Auto,Special L1,1,Branch,Luxury Car,Medsize,2011-02-19
2287,FH36069,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,4,Branch,SUV,Medsize,2011-02-13
2288,ZW32080,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,1,Agent,Four-Door Car,Small,2011-02-04
2289,ZH98656,Nevada,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,1,Call Center,SUV,Large,2011-02-28
2290,GZ31904,Oregon,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L1,3,Call Center,Two-Door Car,Medsize,2011-02-22
2291,PN47493,Oregon,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Corporate L3,1,Agent,Four-Door Car,Medsize,2011-02-11
2292,CX18273,Arizona,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,3,Agent,Luxury Car,Medsize,2011-02-25
2293,IG80173,California,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L2,4,Agent,Four-Door Car,Small,2011-02-20
2294,JG76775,Washington,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,1,Branch,Luxury Car,Medsize,2011-01-29
2295,JR82641,Arizona,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,4,Agent,SUV,Medsize,2011-01-10
2296,NW41789,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,4,Call Center,Four-Door Car,Medsize,2011-01-24
2297,VG74039,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Small,2011-02-02
2298,DV27428,Oregon,No,Basic,High School or Below,Employed,M,Rural,Single,Personal Auto,Personal L2,3,Call Center,SUV,Medsize,2011-01-09
2299,AN57220,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Special Auto,Special L3,4,Web,Four-Door Car,Medsize,2011-02-28
2300,VD62056,Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Call Center,Two-Door Car,Small,2011-02-14
2301,AH92481,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,1,Call Center,SUV,Medsize,2011-01-05
2302,LX97765,Arizona,No,Premium,College,Employed,F,Urban,Divorced,Personal Auto,Personal L3,1,Branch,Two-Door Car,Large,2011-01-29
2303,JP82211,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,1,Agent,SUV,Small,2011-02-18
2304,SI88726,California,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,1,Agent,SUV,Small,2011-01-19
2305,MG46007,California,No,Extended,High School or Below,Unemployed,M,Rural,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-01-24
2306,GL69461,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,3,Agent,Four-Door Car,Medsize,2011-02-16
2307,RA63927,Oregon,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L1,3,Web,Two-Door Car,Medsize,2011-01-01
2308,UE76013,Washington,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,2,Call Center,SUV,Medsize,2011-02-04
2309,RI35792,Nevada,No,Extended,College,Unemployed,F,Urban,Married,Personal Auto,Personal L3,3,Branch,SUV,Small,2011-01-13
2310,WL63802,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Web,Luxury Car,Small,2011-01-19
2311,KZ29413,Oregon,No,Extended,Master,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,1,Branch,SUV,Medsize,2011-01-29
2312,SN23932,Arizona,Yes,Extended,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,3,Agent,Four-Door Car,Medsize,2011-01-16
2313,YW26148,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-02-06
2314,LS51818,California,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Personal L3,3,Agent,Luxury Car,Small,2011-02-12
2315,ZG47195,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Agent,Four-Door Car,Small,2011-02-25
2316,No50634,Oregon,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,2,Branch,Four-Door Car,Medsize,2011-02-16
2317,GC42314,Arizona,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,3,Web,SUV,Medsize,2011-02-27
2318,SD77009,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,3,Web,SUV,Medsize,2011-02-21
2319,OW85480,California,No,Basic,Master,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-01-04
2320,SW93780,Arizona,No,Basic,Master,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,4,Web,Four-Door Car,Large,2011-01-23
2321,ZW51071,Oregon,No,Extended,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-01-14
2322,CK74127,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,2,Agent,Four-Door Car,Medsize,2011-01-14
2323,KM52241,Arizona,No,Basic,High School or Below,Unemployed,F,Rural,Married,Personal Auto,Personal L1,1,Branch,Four-Door Car,Medsize,2011-02-04
2324,PE66545,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,4,Agent,Two-Door Car,Small,2011-02-01
2325,GG70928,California,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L3,1,Call Center,Four-Door Car,Medsize,2011-02-14
2326,GI36262,Washington,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,1,Agent,Four-Door Car,Medsize,2011-01-11
2327,MH85165,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,2,Branch,Four-Door Car,Medsize,2011-01-31
2328,AM26717,California,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,1,Agent,SUV,Large,2011-02-19
2329,CV90092,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,1,Branch,Four-Door Car,Medsize,2011-01-16
2330,CL70684,California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,2,Agent,Two-Door Car,Small,2011-01-05
2331,GK13851,Oregon,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,3,Call Center,SUV,Medsize,2011-01-24
2332,TQ73726,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,1,Branch,Two-Door Car,Medsize,2011-02-07
2333,RW65977,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Special Auto,Special L2,1,Agent,Four-Door Car,Medsize,2011-01-29
2334,EY74093,Nevada,No,Basic,High School or Below,Employed,M,Rural,Single,Corporate Auto,Corporate L1,4,Agent,Four-Door Car,Medsize,2011-02-21
2335,YG11074,Arizona,No,Extended,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L2,1,Call Center,SUV,Medsize,2011-02-02
2336,HW65139,California,No,Extended,Doctor,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L1,3,Agent,Luxury SUV,Medsize,2011-02-12
2337,BT49333,Arizona,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,2,Agent,SUV,Medsize,2011-01-30
2338,KN78424,California,No,Premium,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,1,Branch,Sports Car,Medsize,2011-01-17
2339,TH68648,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L2,4,Branch,Four-Door Car,Medsize,2011-01-14
2340,GZ22403,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,4,Web,Two-Door Car,Medsize,2011-01-26
2341,NU26460,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,1,Branch,Four-Door Car,Small,2011-01-27
2342,PB21909,Oregon,No,Extended,Bachelor,Employed,M,Urban,Single,Personal Auto,Personal L2,1,Agent,SUV,Medsize,2011-02-14
2343,TA78865,Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special Auto,Special L3,3,Agent,Four-Door Car,Small,2011-01-29
2344,FP23103,Oregon,No,Extended,Bachelor,Unemployed,M,Suburban,Married,Special Auto,Special L2,2,Agent,Two-Door Car,Medsize,2011-02-19
2345,YK43172,Arizona,No,Extended,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L3,3,Web,Four-Door Car,Large,2011-01-12
2346,YZ36062,Oregon,No,Basic,Bachelor,Medical Leave,M,Suburban,Single,Corporate Auto,Corporate L3,3,Branch,Four-Door Car,Medsize,2011-02-05
2347,SJ29837,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,2,Web,SUV,Small,2011-02-24
2348,RC72799,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,2,Agent,Four-Door Car,Medsize,2011-02-16
2349,AN67558,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Call Center,SUV,Large,2011-01-16
2350,EQ62488,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Call Center,Luxury Car,Large,2011-01-15
2351,OA92714,California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,3,Call Center,Four-Door Car,Small,2011-01-10
2352,QS76805,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,1,Branch,SUV,Medsize,2011-02-08
2353,PQ46798,California,No,Basic,College,Disabled,F,Suburban,Single,Personal Auto,Personal L1,2,Agent,Sports Car,Medsize,2011-01-24
2354,IA56290,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,3,Branch,Four-Door Car,Small,2011-02-11
2355,XU35186,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,1,Branch,Four-Door Car,Medsize,2011-01-22
2356,DR84620,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,2,Call Center,SUV,Medsize,2011-02-07
2357,QG27547,Oregon,Yes,Extended,Bachelor,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Medsize,2011-01-03
2358,NM95102,Oregon,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Small,2011-02-28
2359,KZ26788,Washington,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,1,Branch,Two-Door Car,Medsize,2011-01-28
2360,GW25077,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,1,Branch,SUV,Medsize,2011-02-18
2361,ZU91897,California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-01-03
2362,ZK38095,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,1,Call Center,Four-Door Car,Small,2011-02-14
2363,TY84623,California,Yes,Basic,College,Employed,M,Rural,Married,Corporate Auto,Corporate L2,1,Branch,Four-Door Car,Medsize,2011-01-28
2364,IP69763,Washington,No,Premium,College,Employed,F,Rural,Married,Personal Auto,Personal L1,1,Agent,SUV,Medsize,2011-01-07
2365,NF90665,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L1,1,Agent,Four-Door Car,Medsize,2011-02-05
2366,KG53186,Nevada,No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,1,Agent,Four-Door Car,Medsize,2011-02-03
2367,KV57104,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,2,Agent,Four-Door Car,Medsize,2011-01-06
2368,ZX93551,Arizona,Yes,Extended,Bachelor,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Medsize,2011-01-03
2369,TR18337,Nevada,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Personal L2,1,Branch,Four-Door Car,Small,2011-01-05
2370,XV22744,Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,4,Branch,Four-Door Car,Medsize,2011-01-25
2371,KK27683,Nevada,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L1,2,Branch,SUV,Large,2011-01-04
2372,HX11651,Oregon,No,Extended,College,Medical Leave,M,Suburban,Single,Personal Auto,Personal L3,1,Call Center,Two-Door Car,Medsize,2011-01-17
2373,FD73388,Arizona,Yes,Premium,Master,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,1,Web,SUV,Medsize,2011-02-13
2374,KF70569,Nevada,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L1,2,Agent,Four-Door Car,Medsize,2011-02-12
2375,CC94413,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,2,Agent,Four-Door Car,Small,2011-01-16
2376,QO59138,Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L2,2,Branch,Four-Door Car,Large,2011-01-24
2377,JW58698,Oregon,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L3,2,Web,Four-Door Car,Small,2011-01-19
2378,GT57081,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,1,Branch,Four-Door Car,Medsize,2011-01-24
2379,GU82475,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Small,2011-01-25
2380,BG60187,Oregon,No,Extended,Bachelor,Unemployed,M,Urban,Single,Personal Auto,Personal L3,1,Branch,Four-Door Car,Medsize,2011-02-27
2381,TN73558,Arizona,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,1,Agent,Four-Door Car,Large,2011-02-24
2382,KK15032,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,2,Web,Two-Door Car,Medsize,2011-02-03
2383,KA95160,Arizona,No,Basic,Master,Employed,F,Urban,Divorced,Personal Auto,Personal L3,4,Web,SUV,Medsize,2011-02-03
2384,KD52867,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L2,1,Branch,Two-Door Car,Medsize,2011-02-17
2385,WY53775,Arizona,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,Personal L1,1,Web,Sports Car,Medsize,2011-02-04
2386,HS94778,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,2,Call Center,SUV,Medsize,2011-02-07
2387,EJ96266,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,2,Branch,Four-Door Car,Medsize,2011-02-11
2388,RK53289,California,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L3,1,Agent,Two-Door Car,Small,2011-01-12
2389,TX39594,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,3,Call Center,Two-Door Car,Small,2011-01-25
2390,JM93892,Arizona,No,Basic,College,Employed,M,Rural,Married,Corporate Auto,Corporate L3,2,Branch,Four-Door Car,Medsize,2011-02-02
2391,PY51000,California,No,Premium,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-02-23
2392,HX74855,Washington,Yes,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,2,Agent,Two-Door Car,Medsize,2011-01-15
2393,VE64781,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Small,2011-02-14
2394,KY57676,California,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,3,Agent,Four-Door Car,Medsize,2011-01-30
2395,JL42497,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,4,Branch,Four-Door Car,Small,2011-02-09
2396,WQ91717,Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Special Auto,Special L3,3,Branch,SUV,Medsize,2011-01-20
2397,WO39817,Oregon,No,Basic,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L2,4,Branch,Two-Door Car,Medsize,2011-02-01
2398,HW20940,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-01-19
2399,KE60943,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Special Auto,Special L2,1,Call Center,Four-Door Car,Small,2011-02-27
2400,ZI48518,Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,1,Web,Sports Car,Medsize,2011-02-18
2401,KI17749,Oregon,No,Basic,High School or Below,Disabled,F,Urban,Married,Personal Auto,Personal L1,1,Agent,Four-Door Car,Medsize,2011-02-04
