,coverage,education,employment_status,gender,location_code,marital_status,vehicle_class,vehicle_size
2618,1,2,Employed,1,Urban,Married,Four-Door Car,2
2619,1,2,Employed,1,Urban,Divorced,Two-Door Car,2
2620,1,2,Employed,1,Rural,Married,SUV,2
2621,2,4,Medical Leave,1,Suburban,Married,Sports Car,2
2622,1,2,Employed,1,Suburban,Married,SUV,2
2623,1,1,Employed,1,Urban,Married,Luxury SUV,2
2624,2,3,Unemployed,1,Urban,Married,Four-Door Car,2
2625,1,2,Employed,0,Rural,Married,Four-Door Car,2
2626,2,2,Medical Leave,1,Suburban,Married,Four-Door Car,1
2627,1,2,Medical Leave,0,Suburban,Married,Four-Door Car,2
2628,1,2,Employed,1,Urban,Married,Four-Door Car,2
2629,3,2,Unemployed,0,Suburban,Married,Four-Door Car,1
2630,1,2,Unemployed,0,Rural,Married,Four-Door Car,2
2631,3,4,Unemployed,0,Rural,Married,Four-Door Car,2
2632,1,2,Employed,0,Suburban,Married,Four-Door Car,2
2633,1,2,Disabled,1,Suburban,Married,Four-Door Car,2
2634,1,2,Disabled,1,Suburban,Married,Sports Car,3
2635,1,2,Medical Leave,1,Suburban,Married,Two-Door Car,2
2636,1,2,Disabled,0,Suburban,Married,Four-Door Car,2
2637,1,2,Disabled,0,Suburban,Married,SUV,3
2638,2,2,Unemployed,1,Suburban,Single,Four-Door Car,2
2639,1,2,Employed,0,Rural,Single,Four-Door Car,2
2640,1,2,Employed,0,Urban,Married,Four-Door Car,2
2641,1,2,Employed,1,Urban,Divorced,SUV,2
2642,2,1,Unemployed,0,Suburban,Divorced,Four-Door Car,2
2643,1,2,Medical Leave,0,Urban,Married,Four-Door Car,2
2644,1,2,Employed,1,Suburban,Married,Four-Door Car,2
2645,2,2,Employed,0,Urban,Married,Four-Door Car,2
2646,2,2,Employed,0,Suburban,Single,Two-Door Car,2
2647,1,2,Employed,0,Suburban,Divorced,Four-Door Car,1
2648,1,2,Employed,0,Suburban,Single,Four-Door Car,1
2649,1,1,Unemployed,0,Suburban,Married,Two-Door Car,2
2650,2,1,Disabled,1,Suburban,Married,SUV,2
2651,2,2,Employed,1,Rural,Married,Four-Door Car,2
2652,1,2,Employed,0,Suburban,Divorced,SUV,2
2653,1,1,Employed,1,Urban,Married,Four-Door Car,2
2654,3,2,Employed,0,Suburban,Single,Two-Door Car,2
2655,1,2,Unemployed,0,Suburban,Single,Two-Door Car,2
2656,1,2,Employed,0,Rural,Single,Four-Door Car,1
2657,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
2658,1,1,Employed,0,Urban,Married,SUV,3
2659,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
2660,1,4,Employed,1,Rural,Married,Two-Door Car,2
2661,1,2,Unemployed,0,Suburban,Married,Two-Door Car,2
2662,3,1,Employed,1,Suburban,Married,Four-Door Car,1
2663,2,2,Unemployed,0,Suburban,Single,Four-Door Car,2
2664,2,1,Employed,1,Urban,Divorced,Two-Door Car,3
2665,2,1,Employed,1,Suburban,Single,Two-Door Car,1
2666,1,1,Unemployed,0,Suburban,Married,Four-Door Car,1
2667,1,1,Medical Leave,0,Suburban,Married,Four-Door Car,2
2668,1,2,Employed,0,Rural,Married,SUV,2
2669,1,3,Employed,1,Rural,Divorced,Four-Door Car,3
2670,1,2,Employed,1,Suburban,Married,Four-Door Car,2
2671,2,1,Unemployed,0,Suburban,Single,Four-Door Car,2
2672,1,3,Employed,1,Urban,Married,Four-Door Car,2
2673,1,2,Employed,0,Urban,Married,SUV,2
2674,2,2,Employed,0,Rural,Married,Two-Door Car,3
2675,1,2,Employed,0,Suburban,Single,Four-Door Car,2
2676,3,4,Employed,0,Urban,Married,Four-Door Car,2
2677,2,2,Unemployed,1,Suburban,Married,Two-Door Car,2
2678,2,1,Employed,1,Suburban,Married,Four-Door Car,2
2679,1,1,Disabled,1,Urban,Single,Four-Door Car,2
2680,1,1,Unemployed,0,Suburban,Married,SUV,2
2681,2,2,Unemployed,1,Suburban,Single,Two-Door Car,3
2682,1,2,Employed,1,Suburban,Married,Two-Door Car,2
2683,1,4,Employed,0,Urban,Married,Four-Door Car,2
2684,1,2,Unemployed,1,Suburban,Single,Four-Door Car,3
2685,1,1,Medical Leave,0,Suburban,Married,SUV,3
2686,1,3,Employed,0,Urban,Married,Luxury Car,2
2687,1,2,Employed,1,Rural,Single,Four-Door Car,3
2688,1,2,Employed,0,Rural,Married,Two-Door Car,1
2689,1,1,Unemployed,0,Suburban,Divorced,Sports Car,2
2690,2,2,Employed,1,Suburban,Married,Four-Door Car,2
2691,1,2,Disabled,0,Rural,Married,Four-Door Car,3
2692,2,2,Unemployed,0,Suburban,Single,Two-Door Car,2
2693,2,1,Unemployed,1,Suburban,Single,Four-Door Car,2
2694,1,1,Employed,0,Rural,Married,Luxury SUV,2
2695,2,3,Employed,0,Rural,Married,Luxury SUV,2
2696,1,4,Employed,1,Suburban,Married,SUV,2
2697,1,1,Unemployed,0,Suburban,Single,Four-Door Car,2
2698,2,2,Employed,0,Suburban,Married,Four-Door Car,1
2699,1,3,Unemployed,1,Suburban,Single,SUV,2
2700,2,2,Employed,1,Suburban,Married,Two-Door Car,2
2701,1,2,Employed,1,Suburban,Married,SUV,2
2702,1,2,Unemployed,1,Suburban,Married,Four-Door Car,3
2703,1,2,Employed,0,Suburban,Married,Sports Car,3
2704,1,2,Employed,0,Rural,Married,Four-Door Car,1
2705,1,3,Employed,1,Suburban,Divorced,Four-Door Car,2
2706,1,2,Employed,0,Rural,Married,Two-Door Car,1
2707,1,2,Employed,1,Rural,Married,SUV,2
2708,1,2,Employed,1,Suburban,Married,SUV,2
2709,3,2,Unemployed,1,Suburban,Single,SUV,2
2710,2,2,Unemployed,1,Suburban,Single,SUV,3
2711,2,2,Unemployed,1,Suburban,Single,Four-Door Car,2
2712,1,2,Disabled,1,Suburban,Divorced,SUV,2
2713,3,1,Unemployed,0,Suburban,Single,SUV,2
2714,1,1,Employed,0,Suburban,Married,SUV,2
2715,2,4,Employed,0,Rural,Married,Four-Door Car,2
2716,1,2,Employed,1,Suburban,Married,SUV,2
2717,1,2,Employed,0,Suburban,Divorced,Two-Door Car,2
2718,1,2,Unemployed,1,Suburban,Single,Luxury Car,1
2719,3,2,Employed,0,Rural,Divorced,Four-Door Car,2
2720,1,1,Employed,1,Suburban,Married,SUV,2
2721,1,2,Unemployed,0,Suburban,Divorced,SUV,1
2722,2,2,Unemployed,1,Suburban,Married,Two-Door Car,1
2723,1,2,Unemployed,0,Urban,Married,SUV,2
2724,1,1,Employed,1,Urban,Married,SUV,2
2725,1,2,Employed,1,Urban,Married,Two-Door Car,3
2726,1,4,Employed,1,Urban,Divorced,Four-Door Car,1
2727,1,1,Employed,1,Urban,Married,Four-Door Car,2
2728,1,2,Employed,1,Rural,Divorced,Four-Door Car,2
2729,1,2,Employed,0,Suburban,Married,Four-Door Car,2
2730,1,2,Employed,0,Suburban,Married,Four-Door Car,2
2731,1,2,Employed,0,Rural,Married,Four-Door Car,2
2732,1,2,Employed,1,Rural,Divorced,Luxury SUV,2
2733,1,1,Unemployed,0,Suburban,Single,SUV,1
2734,1,1,Employed,1,Suburban,Single,Four-Door Car,2
2735,2,1,Employed,1,Rural,Married,SUV,2
2736,2,2,Medical Leave,1,Suburban,Married,Two-Door Car,2
2737,2,2,Employed,1,Urban,Married,Four-Door Car,2
2738,1,2,Unemployed,0,Rural,Single,Two-Door Car,2
2739,1,2,Employed,1,Suburban,Married,Four-Door Car,2
2740,1,1,Employed,0,Rural,Single,Four-Door Car,2
2741,1,2,Employed,1,Rural,Married,Four-Door Car,3
2742,2,2,Medical Leave,1,Suburban,Single,Two-Door Car,2
2743,1,2,Employed,1,Rural,Married,Four-Door Car,3
2744,1,1,Unemployed,1,Suburban,Single,Four-Door Car,1
2745,1,3,Employed,1,Rural,Married,Four-Door Car,1
2746,1,1,Employed,1,Suburban,Married,Four-Door Car,2
2747,1,2,Medical Leave,1,Suburban,Divorced,SUV,2
2748,1,2,Employed,1,Suburban,Single,Two-Door Car,1
2749,1,1,Unemployed,1,Suburban,Single,Two-Door Car,2
2750,1,2,Employed,0,Urban,Married,Two-Door Car,2
2751,1,2,Employed,0,Rural,Married,Four-Door Car,2
2752,2,3,Employed,0,Rural,Married,Four-Door Car,2
2753,1,3,Employed,0,Urban,Married,SUV,3
2754,2,2,Employed,1,Rural,Divorced,Four-Door Car,2
2755,1,1,Unemployed,1,Suburban,Single,Two-Door Car,2
2756,1,2,Unemployed,0,Suburban,Single,SUV,2
2757,2,1,Unemployed,0,Suburban,Single,Four-Door Car,1
2758,2,2,Employed,1,Urban,Married,Two-Door Car,2
2759,2,2,Employed,0,Urban,Married,Sports Car,2
2760,1,3,Employed,1,Rural,Single,Luxury SUV,1
2761,1,2,Employed,1,Urban,Single,Four-Door Car,2
2762,1,4,Employed,0,Urban,Married,Four-Door Car,2
2763,1,2,Employed,0,Suburban,Married,SUV,2
2764,1,2,Retired,1,Suburban,Married,SUV,2
2765,1,2,Unemployed,1,Suburban,Married,Four-Door Car,2
2766,2,3,Employed,1,Urban,Single,Four-Door Car,2
2767,1,2,Employed,1,Rural,Married,Four-Door Car,2
2768,1,2,Employed,0,Rural,Single,Four-Door Car,2
2769,1,2,Employed,0,Suburban,Married,Four-Door Car,1
2770,1,2,Unemployed,1,Suburban,Single,Luxury SUV,2
2771,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
2772,2,2,Employed,0,Urban,Married,Two-Door Car,2
2773,2,1,Employed,1,Suburban,Married,SUV,2
2774,1,2,Unemployed,1,Suburban,Divorced,SUV,2
2775,2,2,Unemployed,0,Suburban,Single,SUV,2
2776,1,2,Employed,1,Urban,Divorced,Two-Door Car,3
2777,1,2,Employed,0,Urban,Married,Four-Door Car,2
2778,3,2,Employed,0,Urban,Married,Four-Door Car,2
2779,1,2,Unemployed,0,Suburban,Single,Two-Door Car,2
2780,1,2,Unemployed,0,Suburban,Married,Four-Door Car,1
2781,1,1,Unemployed,1,Suburban,Married,Four-Door Car,1
2782,1,2,Unemployed,1,Suburban,Single,Four-Door Car,1
2783,1,2,Employed,1,Suburban,Married,Four-Door Car,2
2784,1,1,Employed,0,Suburban,Divorced,Two-Door Car,1
2785,1,2,Employed,0,Rural,Married,Two-Door Car,3
2786,3,2,Employed,1,Rural,Divorced,SUV,2
2787,1,4,Employed,0,Urban,Married,SUV,2
2788,1,1,Employed,0,Rural,Married,Two-Door Car,2
2789,1,1,Employed,1,Suburban,Married,SUV,2
2790,1,2,Disabled,1,Suburban,Married,Sports Car,3
2791,2,2,Medical Leave,1,Suburban,Single,Four-Door Car,1
2792,3,2,Unemployed,0,Suburban,Single,Two-Door Car,2
2793,1,2,Employed,0,Suburban,Married,Sports Car,2
2794,1,2,Unemployed,0,Suburban,Married,SUV,1
2795,1,2,Unemployed,0,Suburban,Married,Two-Door Car,2
2796,1,2,Employed,1,Suburban,Married,Four-Door Car,2
2797,1,2,Unemployed,0,Suburban,Married,Four-Door Car,2
2798,1,2,Employed,0,Urban,Married,Two-Door Car,2
2799,1,2,Disabled,1,Suburban,Married,Two-Door Car,2
2800,2,4,Employed,0,Suburban,Divorced,Two-Door Car,1
2801,2,1,Employed,1,Rural,Married,Two-Door Car,3
2802,2,2,Retired,1,Suburban,Divorced,Four-Door Car,1
2803,1,1,Employed,1,Suburban,Divorced,Four-Door Car,2
2804,2,2,Employed,1,Suburban,Single,Four-Door Car,2
2805,2,1,Unemployed,1,Suburban,Single,Four-Door Car,2
2806,1,2,Employed,0,Rural,Married,Four-Door Car,2
2807,2,2,Employed,1,Suburban,Divorced,SUV,2
2808,2,2,Employed,0,Suburban,Married,SUV,2
2809,1,2,Employed,1,Urban,Married,Two-Door Car,3
2810,1,2,Employed,1,Urban,Married,Four-Door Car,2
2811,2,2,Employed,0,Suburban,Married,SUV,3
2812,2,3,Unemployed,0,Suburban,Married,Four-Door Car,2
2813,1,1,Employed,1,Rural,Married,Four-Door Car,2
2814,1,2,Disabled,1,Suburban,Married,Two-Door Car,2
2815,3,2,Employed,1,Urban,Divorced,Four-Door Car,3
2816,1,1,Unemployed,1,Suburban,Single,Four-Door Car,1
2817,2,2,Unemployed,0,Suburban,Married,Four-Door Car,1
2818,1,2,Employed,1,Suburban,Married,Two-Door Car,2
2819,1,2,Employed,0,Rural,Married,SUV,3
2820,1,2,Medical Leave,1,Rural,Divorced,Four-Door Car,2
2821,2,2,Employed,0,Suburban,Single,SUV,2
2822,1,2,Employed,0,Urban,Married,Two-Door Car,2
2823,2,1,Unemployed,1,Suburban,Married,Two-Door Car,3
2824,3,2,Employed,0,Urban,Single,Four-Door Car,2
2825,1,2,Retired,1,Suburban,Married,SUV,2
2826,2,1,Unemployed,0,Suburban,Single,Four-Door Car,1
2827,2,1,Unemployed,0,Suburban,Single,SUV,3
2828,1,1,Employed,0,Suburban,Married,SUV,3
2829,1,2,Employed,0,Rural,Married,Four-Door Car,2
2830,2,3,Employed,0,Rural,Married,SUV,2
2831,1,1,Unemployed,0,Suburban,Single,Sports Car,2
2832,1,2,Employed,1,Urban,Married,Four-Door Car,2
2833,1,1,Employed,0,Rural,Married,Two-Door Car,2
2834,1,2,Employed,1,Urban,Divorced,Four-Door Car,2
2835,1,3,Employed,1,Suburban,Married,Four-Door Car,2
2836,1,3,Unemployed,0,Suburban,Single,SUV,2
2837,3,2,Employed,1,Rural,Married,Four-Door Car,2
2838,1,2,Unemployed,1,Suburban,Married,Four-Door Car,2
2839,2,4,Employed,0,Urban,Married,SUV,2
2840,1,1,Employed,1,Urban,Married,Four-Door Car,2
2841,2,3,Unemployed,0,Suburban,Single,Sports Car,2
2842,2,3,Employed,1,Suburban,Married,Four-Door Car,2
2843,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
2844,1,4,Employed,1,Suburban,Married,Two-Door Car,2
2845,3,1,Employed,1,Suburban,Single,Four-Door Car,2
2846,1,1,Employed,0,Rural,Married,Four-Door Car,3
2847,2,2,Employed,0,Rural,Married,Four-Door Car,2
2848,1,2,Disabled,0,Suburban,Divorced,Four-Door Car,2
2849,1,1,Unemployed,0,Suburban,Single,Four-Door Car,2
2850,2,2,Employed,0,Urban,Married,Four-Door Car,2
2851,2,2,Employed,1,Suburban,Married,Four-Door Car,1
2852,2,2,Employed,1,Suburban,Single,Four-Door Car,2
2853,2,4,Disabled,1,Suburban,Divorced,Four-Door Car,2
2854,1,3,Employed,0,Suburban,Divorced,SUV,2
2855,2,3,Employed,1,Urban,Single,Two-Door Car,3
2856,1,2,Employed,0,Suburban,Married,Two-Door Car,1
2857,1,4,Employed,1,Urban,Married,Four-Door Car,2
2858,2,1,Employed,1,Rural,Married,Four-Door Car,2
2859,1,2,Employed,1,Suburban,Single,SUV,2
2860,1,1,Employed,1,Urban,Single,Two-Door Car,2
2861,2,2,Employed,0,Suburban,Married,Four-Door Car,1
2862,2,1,Unemployed,1,Suburban,Single,Two-Door Car,2
2863,1,1,Disabled,0,Suburban,Married,Two-Door Car,2
2864,1,2,Medical Leave,0,Suburban,Married,Two-Door Car,2
2865,1,1,Employed,1,Suburban,Married,Four-Door Car,2
2866,1,3,Employed,0,Urban,Married,Two-Door Car,2
2867,1,1,Unemployed,0,Suburban,Married,Two-Door Car,2
2868,1,1,Unemployed,1,Suburban,Married,Sports Car,2
2869,1,1,Employed,1,Suburban,Single,SUV,2
2870,1,2,Unemployed,1,Suburban,Single,Two-Door Car,2
2871,1,2,Employed,1,Urban,Married,Four-Door Car,2
2872,2,1,Unemployed,1,Suburban,Married,Four-Door Car,1
2873,2,2,Medical Leave,0,Urban,Married,Two-Door Car,3
2874,1,2,Unemployed,1,Suburban,Single,Two-Door Car,2
2875,2,2,Employed,0,Urban,Married,SUV,2
2876,1,2,Employed,0,Rural,Married,Luxury SUV,1
2877,1,2,Disabled,0,Suburban,Divorced,Four-Door Car,2
2878,1,2,Employed,0,Rural,Single,Four-Door Car,2
2879,2,2,Employed,1,Suburban,Married,Four-Door Car,2
2880,3,2,Employed,0,Urban,Married,SUV,2
2881,1,1,Employed,0,Rural,Married,Four-Door Car,3
2882,2,2,Unemployed,0,Suburban,Single,Four-Door Car,2
2883,1,3,Employed,1,Rural,Single,Sports Car,2
2884,1,1,Employed,0,Rural,Married,Two-Door Car,3
2885,1,2,Employed,1,Urban,Single,Two-Door Car,2
2886,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
2887,1,2,Unemployed,1,Suburban,Divorced,Four-Door Car,2
2888,2,1,Employed,1,Suburban,Divorced,Four-Door Car,3
2889,1,2,Employed,1,Urban,Married,SUV,1
2890,1,2,Employed,1,Urban,Divorced,Two-Door Car,2
2891,1,2,Unemployed,0,Suburban,Single,Two-Door Car,2
2892,2,2,Employed,0,Urban,Married,Four-Door Car,2
2893,2,2,Unemployed,1,Suburban,Married,SUV,2
2894,1,2,Unemployed,0,Suburban,Married,Four-Door Car,3
2895,2,1,Employed,0,Suburban,Single,Luxury Car,2
2896,1,2,Unemployed,0,Suburban,Married,SUV,2
2897,2,2,Unemployed,0,Suburban,Single,SUV,2
2898,1,1,Employed,1,Suburban,Single,SUV,1
2899,1,2,Disabled,0,Suburban,Married,SUV,2
2900,2,1,Employed,1,Urban,Married,SUV,2
2901,1,2,Employed,1,Rural,Single,Four-Door Car,2
2902,1,2,Employed,1,Suburban,Divorced,Two-Door Car,1
2903,1,1,Employed,1,Suburban,Single,SUV,2
2904,3,2,Employed,1,Urban,Divorced,Four-Door Car,2
2905,1,2,Employed,0,Urban,Married,Four-Door Car,2
2906,1,2,Medical Leave,0,Suburban,Married,Four-Door Car,2
2907,2,3,Employed,0,Urban,Married,Four-Door Car,3
2908,3,2,Employed,0,Suburban,Married,SUV,2
2909,1,1,Employed,0,Suburban,Married,Two-Door Car,3
2910,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
2911,3,2,Unemployed,1,Suburban,Single,Four-Door Car,2
2912,1,2,Employed,0,Urban,Married,Four-Door Car,3
2913,2,2,Employed,1,Rural,Single,Four-Door Car,3
2914,1,2,Employed,1,Suburban,Married,Four-Door Car,3
2915,1,2,Unemployed,1,Suburban,Married,Luxury SUV,2
2916,1,2,Employed,0,Rural,Married,Four-Door Car,2
2917,2,4,Employed,1,Suburban,Married,Two-Door Car,2
2918,1,1,Unemployed,0,Suburban,Divorced,Four-Door Car,2
2919,1,1,Employed,1,Suburban,Married,Four-Door Car,1
2920,1,2,Unemployed,0,Suburban,Divorced,SUV,2
2921,1,2,Employed,0,Rural,Single,Two-Door Car,2
2922,1,2,Employed,1,Rural,Married,Four-Door Car,2
2923,1,2,Employed,0,Rural,Married,SUV,2
2924,1,2,Employed,0,Urban,Divorced,SUV,1
2925,1,2,Employed,1,Rural,Single,Two-Door Car,2
2926,1,2,Employed,0,Suburban,Married,Two-Door Car,2
2927,1,1,Employed,1,Rural,Married,Four-Door Car,2
2928,1,2,Employed,1,Suburban,Married,Two-Door Car,2
2929,1,2,Medical Leave,1,Suburban,Married,Four-Door Car,2
2930,2,1,Employed,0,Suburban,Married,Four-Door Car,3
2931,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
2932,1,2,Employed,0,Urban,Married,Two-Door Car,2
2933,2,3,Unemployed,1,Suburban,Married,Four-Door Car,2
2934,1,1,Employed,1,Suburban,Married,Four-Door Car,1
2935,3,3,Employed,0,Suburban,Married,SUV,2
2936,2,1,Unemployed,0,Suburban,Single,Four-Door Car,3
2937,1,1,Employed,0,Suburban,Married,Two-Door Car,2
2938,1,2,Unemployed,1,Suburban,Single,Two-Door Car,2
2939,2,1,Employed,1,Suburban,Married,Two-Door Car,1
2940,3,2,Employed,1,Suburban,Married,Four-Door Car,2
2941,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
2942,2,2,Unemployed,0,Suburban,Single,Four-Door Car,2
2943,3,3,Disabled,0,Suburban,Divorced,SUV,2
2944,1,1,Employed,1,Rural,Divorced,Four-Door Car,3
2945,1,1,Employed,1,Suburban,Married,SUV,2
2946,1,1,Employed,0,Suburban,Single,Four-Door Car,1
2947,1,4,Disabled,0,Suburban,Divorced,Two-Door Car,2
2948,1,2,Employed,0,Suburban,Married,SUV,2
2949,1,2,Unemployed,0,Suburban,Married,Four-Door Car,2
2950,1,2,Employed,1,Rural,Married,Four-Door Car,2
2951,1,1,Employed,0,Suburban,Divorced,Two-Door Car,2
2952,1,2,Disabled,0,Urban,Married,Four-Door Car,2
2953,1,1,Unemployed,0,Suburban,Single,Four-Door Car,2
2954,1,2,Employed,1,Rural,Single,Luxury Car,2
2955,2,1,Employed,1,Suburban,Divorced,Four-Door Car,2
2956,3,2,Employed,1,Rural,Married,Four-Door Car,2
2957,1,2,Unemployed,0,Suburban,Single,Two-Door Car,2
2958,2,2,Employed,1,Urban,Married,Four-Door Car,2
2959,2,2,Employed,0,Suburban,Divorced,Four-Door Car,2
2960,1,2,Employed,0,Suburban,Married,Four-Door Car,1
2961,1,2,Employed,0,Urban,Married,Two-Door Car,2
2962,1,2,Employed,0,Urban,Married,Sports Car,1
2963,2,2,Unemployed,0,Rural,Married,Four-Door Car,2
2964,3,2,Employed,1,Suburban,Married,Four-Door Car,3
2965,1,2,Employed,0,Urban,Married,Four-Door Car,2
2966,1,2,Employed,1,Suburban,Married,Two-Door Car,2
2967,3,1,Employed,0,Rural,Married,Two-Door Car,1
2968,1,1,Employed,1,Suburban,Married,Sports Car,1
2969,1,2,Employed,1,Rural,Divorced,Four-Door Car,2
2970,1,4,Employed,0,Suburban,Married,Two-Door Car,2
2971,2,2,Employed,0,Rural,Married,Two-Door Car,2
2972,2,2,Disabled,1,Suburban,Married,Four-Door Car,2
2973,1,2,Unemployed,0,Suburban,Single,Four-Door Car,1
2974,2,2,Unemployed,1,Suburban,Married,Four-Door Car,2
2975,1,3,Unemployed,1,Suburban,Married,Two-Door Car,1
2976,2,2,Unemployed,0,Suburban,Single,Four-Door Car,1
2977,1,1,Employed,0,Urban,Married,SUV,1
2978,2,4,Employed,1,Suburban,Single,Four-Door Car,3
2979,1,1,Employed,1,Urban,Married,SUV,2
2980,1,2,Employed,0,Urban,Married,Four-Door Car,2
2981,1,1,Unemployed,0,Suburban,Single,Two-Door Car,2
2982,1,1,Medical Leave,0,Suburban,Married,SUV,2
2983,1,1,Unemployed,1,Suburban,Married,SUV,2
2984,3,2,Employed,1,Rural,Single,Four-Door Car,2
2985,1,2,Employed,0,Rural,Single,Two-Door Car,2
2986,1,1,Unemployed,1,Suburban,Single,Four-Door Car,2
2987,1,2,Employed,1,Suburban,Married,Four-Door Car,2
2988,1,2,Employed,1,Rural,Married,Two-Door Car,2
2989,2,1,Unemployed,1,Suburban,Married,Luxury SUV,2
2990,2,1,Employed,0,Urban,Married,Four-Door Car,2
2991,1,2,Employed,1,Rural,Married,SUV,2
2992,1,1,Unemployed,1,Suburban,Single,Four-Door Car,1
2993,2,2,Disabled,1,Suburban,Single,SUV,3
2994,1,2,Employed,0,Suburban,Divorced,Four-Door Car,2
2995,2,2,Employed,1,Suburban,Married,Four-Door Car,2
2996,2,2,Unemployed,1,Suburban,Married,SUV,1
2997,1,2,Employed,1,Suburban,Single,SUV,2
2998,1,2,Employed,0,Suburban,Married,SUV,1
2999,2,2,Unemployed,1,Suburban,Married,SUV,1
3000,1,2,Employed,0,Urban,Married,SUV,3
3001,2,2,Employed,0,Suburban,Married,SUV,2
3002,2,1,Employed,1,Urban,Divorced,Four-Door Car,2
3003,1,2,Unemployed,1,Suburban,Married,Four-Door Car,2
3004,1,2,Employed,1,Suburban,Single,Four-Door Car,1
3005,2,1,Unemployed,1,Suburban,Single,Four-Door Car,2
3006,1,2,Unemployed,1,Suburban,Married,Four-Door Car,2
3007,1,2,Employed,1,Suburban,Married,SUV,1
3008,2,2,Employed,0,Suburban,Married,Luxury Car,1
3009,1,2,Retired,1,Suburban,Single,Four-Door Car,3
3010,2,2,Unemployed,1,Suburban,Single,Two-Door Car,2
3011,1,3,Employed,1,Suburban,Married,Four-Door Car,1
3012,2,2,Unemployed,0,Suburban,Divorced,Four-Door Car,2
3013,1,1,Employed,1,Suburban,Divorced,Four-Door Car,2
3014,2,1,Employed,1,Rural,Married,Four-Door Car,2
3015,1,1,Unemployed,0,Suburban,Single,Four-Door Car,1
3016,1,1,Employed,1,Rural,Married,Four-Door Car,3
3017,3,1,Unemployed,0,Suburban,Married,Two-Door Car,3
3018,1,2,Employed,0,Urban,Married,Four-Door Car,2
3019,3,1,Employed,1,Suburban,Married,Four-Door Car,2
3020,1,1,Unemployed,1,Suburban,Single,Four-Door Car,2
3021,1,2,Employed,0,Rural,Married,SUV,2
3022,1,2,Employed,0,Urban,Married,Two-Door Car,2
3023,2,1,Employed,1,Rural,Divorced,Four-Door Car,2
3024,1,4,Employed,0,Urban,Married,SUV,2
3025,1,2,Employed,1,Suburban,Married,Two-Door Car,2
3026,1,2,Employed,1,Suburban,Married,Two-Door Car,1
3027,1,1,Unemployed,1,Suburban,Single,SUV,2
3028,1,1,Unemployed,0,Suburban,Single,Luxury SUV,2
3029,1,2,Unemployed,1,Suburban,Single,SUV,3
3030,1,3,Employed,1,Suburban,Married,Four-Door Car,3
3031,1,1,Employed,1,Urban,Married,Four-Door Car,2
3032,1,3,Employed,0,Urban,Married,Four-Door Car,2
3033,1,2,Employed,0,Suburban,Divorced,Sports Car,2
3034,1,1,Employed,1,Urban,Married,Four-Door Car,3
3035,1,1,Retired,0,Suburban,Single,SUV,2
3036,2,1,Employed,0,Suburban,Married,SUV,2
3037,2,2,Unemployed,0,Suburban,Single,Four-Door Car,2
3038,1,1,Employed,1,Suburban,Single,Two-Door Car,3
3039,2,2,Medical Leave,1,Rural,Married,Four-Door Car,2
3040,2,3,Employed,0,Suburban,Married,Four-Door Car,2
3041,1,2,Employed,1,Suburban,Divorced,Four-Door Car,2
3042,1,2,Unemployed,1,Suburban,Married,SUV,1
3043,2,2,Employed,0,Suburban,Single,SUV,2
3044,1,2,Employed,1,Urban,Single,SUV,2
3045,1,3,Employed,1,Suburban,Married,Two-Door Car,1
3046,1,2,Employed,1,Urban,Divorced,Two-Door Car,3
3047,1,3,Employed,0,Urban,Married,Four-Door Car,2
3048,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
3049,1,4,Employed,0,Urban,Single,Two-Door Car,2
3050,1,2,Employed,0,Suburban,Divorced,SUV,1
3051,3,2,Employed,1,Rural,Married,SUV,2
3052,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
3053,1,2,Unemployed,1,Suburban,Married,Four-Door Car,2
3054,1,1,Employed,0,Urban,Married,Two-Door Car,3
3055,2,3,Employed,0,Urban,Married,Luxury SUV,2
3056,1,2,Unemployed,1,Suburban,Single,Two-Door Car,2
3057,1,1,Unemployed,0,Suburban,Married,Four-Door Car,1
3058,1,1,Employed,1,Suburban,Married,Four-Door Car,3
3059,1,2,Employed,1,Rural,Single,Two-Door Car,2
3060,2,3,Employed,0,Urban,Married,Four-Door Car,2
3061,3,2,Unemployed,1,Suburban,Married,Four-Door Car,2
3062,1,2,Retired,0,Suburban,Single,Four-Door Car,1
3063,1,3,Employed,0,Rural,Married,SUV,2
3064,1,2,Employed,1,Suburban,Divorced,Sports Car,2
3065,2,1,Unemployed,1,Suburban,Single,SUV,2
3066,1,2,Employed,0,Urban,Married,Four-Door Car,2
3067,2,2,Employed,1,Rural,Married,Luxury Car,1
3068,1,2,Employed,0,Urban,Married,Four-Door Car,2
3069,1,2,Employed,0,Urban,Married,Four-Door Car,2
3070,1,2,Employed,1,Suburban,Married,Sports Car,2
3071,1,2,Employed,1,Suburban,Married,Luxury SUV,1
3072,1,2,Employed,0,Rural,Married,Four-Door Car,2
